phrase,label,confidence,source
whats to say youre still cursed,1,0.906,LoL/Senna
keep that up and ill curse you,1,0.961,LoL/Senna
so hows this gonna work,0,0.991,LoL/Senna
well reckon i shoot something twice and then you shoot it a third time,0,0.972,LoL/Senna
worked so far,0,0.991,LoL/Senna
oh ha ha,0,0.988,LoL/Senna
how do you aim that thing isnt it heavy,0,0.938,LoL/Senna
not if you know what youre doing,0,0.984,LoL/Senna
cause i tried to ohhhhh,0,0.98,LoL/Senna
try to keep up,0,0.99,LoL/Senna
try to be less beautiful,0,0.972,LoL/Senna
i can turn into a screaming cloud,1,0.98,LoL/Senna
right ill keep up,0,0.985,LoL/Senna
reckon its time,0,0.932,LoL/Senna
for a reckoning,1,0.947,LoL/Senna
by the time im done here dying will be the easy part,1,0.927,LoL/Senna
its harder to hold a hand than hold a gun,0,0.969,LoL/Senna
if life is my curse living is the cure,1,0.991,LoL/Senna
that monster wants to hear me scream he can keep waiting,1,0.983,LoL/Senna
hunted by the forces of darkness okay i can make this work,1,0.989,LoL/Senna
small talk wasnt really part of my training,0,0.984,LoL/Senna
its just nice not to be in catacombs,0,0.939,LoL/Senna
light should teach us not to fear the dark,1,0.989,LoL/Senna
death doesnt leave scars,1,0.97,LoL/Senna
the mist is not my enemy,1,0.99,LoL/Senna
im here to save them all living and dead,1,0.987,LoL/Senna
the screams of the wraiths are so loud you cant hear your own,1,0.99,LoL/Senna
the only way out of the mist is through it,1,0.96,LoL/Senna
out of the lantern hell came with me,1,0.989,LoL/Senna
those trapped in darkness need light the most,1,0.981,LoL/Senna
the past is a wave keeps returning,1,0.983,LoL/Senna
my blood still flows but ill never be the same,1,0.991,LoL/Senna
ill get us through this,0,0.984,LoL/Senna
sentinel wife a beacon unto damn darkness when can i just be a person when can i be me,1,0.991,LoL/Senna
too hard too hurt too changed if youre not too much of something then youre not enoughyou,1,0.954,LoL/Senna
when youre drowning you still remember how to breathe but you cant thats the mist,1,0.945,LoL/Senna
im a long way from the island but i swear theres still salt in my hair might just be dirt from the grave,1,0.985,LoL/Senna
its enough to hear lucian say my name,0,0.979,LoL/Senna
the more blood on your hands the harder it is to let go,1,0.966,LoL/Senna
the grave is silent youre buried in all the things you never said,1,0.988,LoL/Senna
part of me keeps wondering when ill run into thelanternswalls,1,0.943,LoL/Senna
i see myself in themin the eyes of the people i save and the darkness reflected there,1,0.993,LoL/Senna
my walls arent unbreakable im not either,1,0.938,LoL/Senna
love was left when everything else was torn away,1,0.983,LoL/Senna
no one said this would be easy if they did theyre probably dead by now,0,0.958,LoL/Senna
only thing bigger than this gun the mistake you made standing in its sights,1,0.951,LoL/Senna
if youve got a problem with me make it two one for each barrel,0,0.973,LoL/Senna
dont make this personal im not nice,0,0.935,LoL/Senna
eternal beauty elise now thats a curse,1,0.989,LoL/Senna
another nightmare fine i could use the target practice while i sleep,0,0.921,LoL/Senna
horsey what i can like horses i can like things,0,0.975,LoL/Senna
running shouldnt be part of your plan kaisa survive the fight not the fear,1,0.981,LoL/Senna
only a man stubborn enough to fight me would be stubborn enough to love me,1,0.975,LoL/Senna
when we run to the light shadows are cast behind us you need to be ready lux,1,0.978,LoL/Senna
i know where the ruination began it flows through us both,1,0.99,LoL/Senna
darkness welcome to my world,1,0.98,LoL/Senna
lucian may think youre the enemy but to me thresh youre only in the way,1,0.984,LoL/Senna
at the center of your lantern theres a soul wretched and afraid i think its you,1,0.99,LoL/Senna
you wanna get my soul you go through the mist,1,0.991,LoL/Senna
vayne you can aim for my heart when you find your own,1,0.977,LoL/Senna
i know where the ruination began it flows through us both,1,0.99,LoL/Senna
no we do this together,0,0.988,LoL/Senna
when the mist came to my island demacias gates were closed will they be open when you need help,1,0.98,LoL/Senna
in darkness we find ourselves,1,0.988,LoL/Senna
hi its me the one youve been ruthlessly hunting her whole damn life,1,0.961,LoL/Senna
left one alive bad habit,1,0.913,LoL/Senna
have i suffered enough yet or do you need me to be a corpse,1,0.987,LoL/Senna
i could free you but those youve made suffer come first,1,0.99,LoL/Senna
i know the most ancient holy ways to kick you in the darkness,1,0.989,LoL/Senna
first rule of being a sentinel,0,0.914,LoL/Senna
second rule of being a sentinel any questions,0,0.901,LoL/Senna
am i supposed to say something clever some of us have work to do,0,0.983,LoL/Senna
sothisis the terror that waddles in the night huh,1,0.989,LoL/Senna
senna laughs loudly and heartily,0,0.981,LoL/Senna
senna laughs loudly and heartily,0,0.981,LoL/Senna
senna laughs loudly and heartily,0,0.981,LoL/Senna
senna laughs loudly and heartily,0,0.981,LoL/Senna
senna beatboxes and hums a beat,0,0.975,LoL/Senna
a strippeddown and muffled version of giants plays,0,0.984,LoL/Senna
death is always in range,1,0.928,LoL/Senna
senna chuckles in determination i dont miss its not an option,0,0.973,LoL/Senna
all this pain its not mine,1,0.983,LoL/Senna
keep your distance,0,0.978,LoL/Senna
the gun doesnt have a triggeri do,0,0.965,LoL/Senna
stone channels soul,1,0.948,LoL/Senna
dont go quietly,0,0.941,LoL/Senna
keep it simple,0,0.989,LoL/Senna
lets establish some boundaries,0,0.978,LoL/Senna
i feel every shot,0,0.947,LoL/Senna
i can do the hard way,0,0.985,LoL/Senna
i fire my words like gunlight,1,0.942,LoL/Senna
die again ill pass,1,0.922,LoL/Senna
ive got your curse,1,0.939,LoL/Senna
light becomes hope,1,0.922,LoL/Senna
death is drawn to life,1,0.989,LoL/Senna
you are mourned,1,0.908,LoL/Senna
its not your fault,0,0.985,LoL/Senna
i can bear it,0,0.977,LoL/Senna
getting used to it,0,0.989,LoL/Senna
i was aiming at them,0,0.99,LoL/Senna
could see how that would be preferable,0,0.989,LoL/Senna
shadows catch the fallen,1,0.989,LoL/Senna
my enemies myself,1,0.918,LoL/Senna
the song between us,0,0.984,LoL/Senna
lost in the dance,0,0.956,LoL/Senna
hear the music,0,0.988,LoL/Senna
play it loud,0,0.986,LoL/Senna
no death without life,1,0.975,LoL/Senna
ive got you,0,0.991,LoL/Senna
eyes wide open,0,0.972,LoL/Senna
keep it turning,0,0.987,LoL/Senna
were running this world,0,0.964,LoL/Senna
darkness to darkness light to light,1,0.977,LoL/Senna
for the living for the dead,1,0.99,LoL/Senna
every death is a sacrifice,1,0.989,LoL/Senna
ive seen too much of thisbut i wont close my eyes,0,0.947,LoL/Senna
in death we fight the same fight,1,0.988,LoL/Senna
look at us making new memories,0,0.968,LoL/Senna
same as the old memories,0,0.936,LoL/Senna
for the light,0,0.976,LoL/Senna
and all lost in darkness,1,0.988,LoL/Senna
sometimes i see what the darkness is afraid of,1,0.991,LoL/Senna
lucian well be together again soon,0,0.979,LoL/Senna
i know what its like to die this hurts worse,1,0.965,LoL/Senna
he probably liked that scoffs creep,0,0.985,LoL/Senna
i wont stop until the nightmares have nightmares,1,0.984,LoL/Senna
will take more than one wraith to ruinmyday,1,0.988,LoL/Senna
i remember my lessons and the people who taught them,0,0.973,LoL/Senna
the last blessings of theisles,0,0.913,LoL/Senna
bound to the stones bound to each other,1,0.975,LoL/Senna
im breaking free so the fans can follow,0,0.914,LoL/Senna
thresh records only had soul when it had mine,1,0.988,LoL/Senna
next time i sign a contract im checking it for chains,0,0.965,LoL/Senna
a strippeddown version of giants plays,0,0.99,LoL/Senna
died again must be getting good at it,0,0.953,LoL/Senna
to be reborn am i still me,1,0.99,LoL/Senna
every day i fought for my life why should today be any different,1,0.963,LoL/Senna
the angels are gone and devils are everywhere i swear i cant leave yall alone for ten minutes,1,0.99,LoL/Senna
i was dead now im not aint that the way o the west,1,0.991,LoL/Senna
i have been plucked from limbo and delivered into this here gun fight so lets gun fight,1,0.967,LoL/Senna
saddle up yall we got a showdown on our hands,0,0.95,LoL/Senna
ill raise more hell than hell ever dreamed of,1,0.988,LoL/Senna
mankinds absolution is earned by the barrel of my gun,1,0.97,LoL/Senna
still getting used to this whole angel thing,0,0.956,LoL/Senna
the wests redemption is in my very capable hands,1,0.972,LoL/Senna
used to hunt monsters nowi still hunt monsters,1,0.972,LoL/Senna
my horse shoots things good horse,0,0.985,LoL/Senna
shoot first shoot later shoot before if you can,0,0.956,LoL/Senna
why yes i am an extremely good shot,0,0.986,LoL/Senna
something snatched me up before i went to hell something old something real old,1,0.97,LoL/Senna
lucian can keep that old pea shooter look at the size of my new piece look at it,0,0.981,LoL/Senna
heaven was destroyed in the blink of an eye itll take longer to build it back up again,1,0.98,LoL/Senna
so my lovers a demon now least he keeps things interesting,1,0.984,LoL/Senna
the west runs on conflict as do heaven and hell theres a lesson in that i reckon,1,0.989,LoL/Senna
a deal with the devil darius wheres your gold fiddle,1,0.982,LoL/Senna
now what the hell are you supposed to be a bandito i dont buy it,0,0.977,LoL/Senna
horsie huh hmph mines better,0,0.982,LoL/Senna
surprised to see me thresh i aint surprised to see you,0,0.96,LoL/Senna
you ready for the wrath of heaven restored,1,0.99,LoL/Senna
im still an angel slick an angel with a loaded gun,1,0.977,LoL/Senna
you see this gun remember this gun,0,0.97,LoL/Senna
ill give you til the count of three what i aint heartless,1,0.986,LoL/Senna
my heart just aint in this fight oh waityeah it is,1,0.962,LoL/Senna
lets hope youre a better shot than a comedian friend,0,0.985,LoL/Senna
well i have a horse seems like everybody has a horse cept you,0,0.956,LoL/Senna
senna dances to a western beat,0,0.976,LoL/Senna
have a little heart,0,0.933,LoL/Senna
your sins weigh you down,1,0.988,LoL/Senna
stand and draw,0,0.988,LoL/Senna
here comes judgement,0,0.946,LoL/Senna
a scorchin wind,0,0.917,LoL/Senna
just doin my job,0,0.988,LoL/Senna
thisll be over quick,0,0.989,LoL/Senna
like my gun i do,0,0.96,LoL/Senna
cant outrun a gun horse,0,0.981,LoL/Senna
got you in my sights,0,0.91,LoL/Senna
this ones for you,0,0.991,LoL/Senna
deliverance is earned,0,0.976,LoL/Senna
dont need a holster,0,0.979,LoL/Senna
dance with me,0,0.98,LoL/Senna
step right up,0,0.991,LoL/Senna
you seem damned to me,1,0.967,LoL/Senna
a moment of your time,0,0.982,LoL/Senna
lets walk on em,0,0.97,LoL/Senna
you transgressin little,1,0.952,LoL/Senna
hands off demon that man is mine,1,0.987,LoL/Senna
im ready this time thresh,0,0.962,LoL/Senna
go on git,0,0.985,LoL/Senna
thats right i saved you,0,0.979,LoL/Senna
heaven wont be empty for long,1,0.965,LoL/Senna
i aint doin this for fun you know,0,0.989,LoL/Senna
hold that thought,0,0.991,LoL/Senna
kick up those boots,0,0.978,LoL/Senna
sit a spell,0,0.986,LoL/Senna
hold up now,0,0.99,LoL/Senna
senna laughs heartily,0,0.981,LoL/Senna
hear the angels,1,0.93,LoL/Senna
i am at hand,0,0.987,LoL/Senna
a little taste of heaven a barrel full of hell,1,0.977,LoL/Senna
feel free to blame everyone but me and my horse,0,0.984,LoL/Senna
now sentinel look what you gone and did,0,0.969,LoL/Senna
it was either you or a resurrected angel nobody bet on you,1,0.938,LoL/Senna
good fight lucian cant wait to do this every night for the rest of forever,0,0.95,LoL/Senna
dont put your trust in the devil darius the devil lies,1,0.99,LoL/Senna
can anyone just have that sombrero im takin it,0,0.97,LoL/Senna
neigh hecarim neigh,0,0.914,LoL/Senna
i dont know where youll end up irelia but im sure its boring,0,0.96,LoL/Senna
great talk jhin come back a little less weird next time,0,0.988,LoL/Senna
now thats the difference between a half horse and a full horse,0,0.975,LoL/Senna
you can keep my heart thresh i picked up a better one,1,0.928,LoL/Senna
stay put look sharp,0,0.987,LoL/Senna
bless this thing and whatever it does,0,0.935,LoL/Senna
a little bit of grace,0,0.979,LoL/Senna
look out for trouble,0,0.983,LoL/Senna
watch over this land its a land that needs watchin,1,0.977,LoL/Senna
yall can fight amongst yourselves come on sentinel yeehaw,0,0.977,LoL/Senna
aw not again,0,0.983,LoL/Senna
ill keep coming back til the good work is done,0,0.98,LoL/Senna
wonders never cease and neither do i,1,0.947,LoL/Senna
the season begins ill be their polaris and then ill find my love,1,0.991,LoL/Senna
let it be known to any thieves after my power youre inmydomain now,1,0.983,LoL/Senna
when theres no more light the aurora shows the way,1,0.906,LoL/Senna
did we dance beneath a shooting star lucian,0,0.953,LoL/Senna
i was never much for folktales,0,0.983,LoL/Senna
the crown fitting doesnt make it comfortable,0,0.971,LoL/Senna
ones true self always comes out in the bitter air,1,0.989,LoL/Senna
this polaris isnt one for small talk,0,0.988,LoL/Senna
are these memories from another polaris,0,0.958,LoL/Senna
willmyjourney end in the stars,1,0.976,LoL/Senna
i must admitthe clothes are nice,0,0.976,LoL/Senna
everyone walks on ice without knowing its thickness,0,0.915,LoL/Senna
rebalancing the aurora requires more than strength,0,0.901,LoL/Senna
my memories are locked within ice but they will thaw they must,1,0.987,LoL/Senna
are the memories of the winterblessed taken so we are objective or so we are easier to control,1,0.986,LoL/Senna
there is a cost to all power ignore it at your peril,1,0.987,LoL/Senna
what cruelty would take me from my love unless i chose no i wouldnt have,1,0.991,LoL/Senna
thieves take what they wont earnno what they could not earn,1,0.982,LoL/Senna
i didnt ask for the gun but i know how to use it,0,0.978,LoL/Senna
fear is like the cold first it rouses you then it numbs you and finally it consumes you,1,0.991,LoL/Senna
if i rewarded everyoneeven the undeservingwould i be struck down,1,0.987,LoL/Senna
polaris is here deal with it,0,0.965,LoL/Senna
this is your final snow,0,0.954,LoL/Senna
diana the aurora must be broken,1,0.945,LoL/Senna
lets see if your gauntlets can handle the aurora sylas,0,0.963,LoL/Senna
the winters crown cannot be taken threshleave before i take your life,1,0.992,LoL/Senna
would you like to rebuild a snowman,0,0.985,LoL/Senna
sure i could make you a snow angel minus the snow,0,0.938,LoL/Senna
todays aurora flavors are blueberry blizzard merry mint and raspberry rum,0,0.952,LoL/Senna
its giving pathetic,0,0.971,LoL/Senna
senna dances to a winter song,0,0.959,LoL/Senna
senna laughs confidently,0,0.985,LoL/Senna
senna huffs then releases,0,0.97,LoL/Senna
winters found you,0,0.988,LoL/Senna
dont look away,0,0.988,LoL/Senna
no more requests,0,0.991,LoL/Senna
this wont be painless,0,0.987,LoL/Senna
polaris doesnt miss,0,0.988,LoL/Senna
youre gunning forme,0,0.972,LoL/Senna
time for your present,0,0.989,LoL/Senna
aurora steady my aim,0,0.974,LoL/Senna
try not to slip,0,0.985,LoL/Senna
polaris need your power beast unblessed,1,0.981,LoL/Senna
return to me,0,0.988,LoL/Senna
leave winter behind,0,0.946,LoL/Senna
forget your gift,0,0.965,LoL/Senna
knock it off,0,0.983,LoL/Senna
my memories myself,0,0.981,LoL/Senna
follow the winterblessed,1,0.931,LoL/Senna
return to the aurora,0,0.978,LoL/Senna
senna huffs forcefully,0,0.955,LoL/Senna
meet your judgement,0,0.971,LoL/Senna
if you were surprised by this you werent paying attention,0,0.982,LoL/Senna
may the rest learn from your example,0,0.967,LoL/Senna
power didnt suit you,0,0.988,LoL/Senna
youve been gifted,0,0.915,LoL/Senna
you were too young to know better annie,0,0.97,LoL/Senna
spite is like acid camille it erodes the soul,1,0.991,LoL/Senna
suppose ill have to find a new herald now hwei,0,0.934,LoL/Senna
our stars will find each other again lucian,0,0.913,LoL/Senna
if humans cant handle the aurora sylas what chuckles made you think your gauntlets could,0,0.962,LoL/Senna
may you melt away from all memory thresh and pass into oblivion,1,0.984,LoL/Senna
a winterblessed warning,0,0.909,LoL/Senna
respect the aurora respect me,0,0.952,LoL/Senna
sometimes destruction is a gift,1,0.989,LoL/Senna
punishments not just for the living,1,0.91,LoL/Senna
polaris doesnt chuckles acknowledge prices,0,0.975,LoL/Senna
what a warm feeling,0,0.964,LoL/Senna
my thanks to the aurora,0,0.98,LoL/Senna
i wont turn downthisgift,0,0.945,LoL/Senna
a silent subject,0,0.989,LoL/Senna
the eyes of winter,1,0.966,LoL/Senna
gift me some help,0,0.981,LoL/Senna
danger has found me,1,0.923,LoL/Senna
watch for me,0,0.991,LoL/Senna
good luck to the next polaris,0,0.986,LoL/Senna
death is postponed for the holidays,0,0.927,LoL/Senna
ifdeathwont thaw my memories then i must break them free,1,0.988,LoL/Senna
hope the next polaris gets a lighter gun,0,0.987,LoL/Senna
im not a patient polaris,0,0.928,LoL/Senna
you dont have the heart for this,0,0.983,LoL/Lucian
i got two guns ones for whats in front of me and ones for whats chasin,0,0.961,LoL/Lucian
aint enough bullets in the world for all the killin im about to do,1,0.965,LoL/Lucian
look at em all not even knowin theyre following me to hell,1,0.987,LoL/Lucian
so what was it like all that time in the lantern,0,0.98,LoL/Lucian
a nightmare lotta darkness food was great though,1,0.951,LoL/Lucian
whats to say youre still cursed,1,0.906,LoL/Lucian
