phrase,label,source
'I know Zaun's streets like the back of my claws.',,LoL/Warwick
'All... is anger!',,LoL/Warwick
'In... control...!' Warwick screams.,,LoL/Warwick
'What have you done!?',,LoL/Warwick
'Can't... save you...!',,LoL/Warwick
'I became... monster!',,LoL/Warwick
'Nine tails to chase!',,LoL/Warwick
'Zaun has enough shadows.',,LoL/Warwick
'There's more to kill in a plague rat. You're all machine.',,LoL/Warwick
"'So deep in Piltover's pockets, I can only see your hat.'",,LoL/Warwick
"'Blood, hextech and... (sniffs) tea.'",,LoL/Warwick
'Progress is just what Piltovans call murder.',,LoL/Warwick
'I'll pick my teeth with your legs!',,LoL/Warwick
"'Rewind too far, and you'll be back in my teeth!'",,LoL/Warwick
'The one person in Zaun who runs to the past.',,LoL/Warwick
'I'll show you pain!',,LoL/Warwick
'You were there...',,LoL/Warwick
'Let me forget...',,LoL/Warwick
'Which one of you is the wolf?',,LoL/Warwick
'From a roar to a scream!',,LoL/Warwick
'You can't even kill an insect.',,LoL/Warwick
'Zaun gave me claws long before you did.',,LoL/Warwick
'Can't outrun your mistakes!',,LoL/Warwick
'You're going to need more bandages!',,LoL/Warwick
'I remember what you did!',,LoL/Warwick
'Eat your heart out.',,LoL/Warwick
'There are more rats than men in Zaun.',,LoL/Warwick
'And I thought theChem-Baronswere vermin.',,LoL/Warwick
'Which one of us is the monster?',,LoL/Warwick
'Zaun needed you!',,LoL/Warwick
'Who taught you how to punch?',,LoL/Warwick
'The fear in your eyes. I've seen it before.',,LoL/Warwick
'Three arms... and no claws.',,LoL/Warwick
"'I don't know what you are, but I hope youbleed!'",,LoL/Warwick
"'First I'll kill you, and then I'll--- yordle!'",,LoL/Warwick
'Yordles. The alpha predator.',,LoL/Warwick
'Violence can be death--or a way of life.',,LoL/Warwick
'I ran these streets--now it's your turn to run.',,LoL/Warwick
'I'll do a trick for a Warwick snack!',,LoL/Warwick
'Scratch behind my ears...',,LoL/Warwick
'Who's a good boy? I am!',,LoL/Warwick
Warwick snickers slyly.,,LoL/Warwick
'Blood is the price.',,LoL/Warwick
'You'll answer to me.',,LoL/Warwick
'It's not the beast you should be afraid of.',,LoL/Warwick
"'Killing, I remember.'",,LoL/Warwick
'Heroes always die!',,LoL/Warwick
"'If you die, how many live?'",,LoL/Warwick
'Blood brings rage.',,LoL/Warwick
'The killing stops when Zaun is free.',,LoL/Warwick
'A monster's inside you... I'll tear it out!',,LoL/Warwick
'Give in to the beast.',,LoL/Warwick
'Like men to the slaughter.',,LoL/Warwick
'It takes a monster to gut one.',,LoL/Warwick
"'You hurt them, I hurt you.'",,LoL/Warwick
'You'll choke on your screams.',,LoL/Warwick
'You're the prey!',,LoL/Warwick
"'Less talking, more biting!'",,LoL/Warwick
'Bones to break.',,LoL/Warwick
'This pain is nothing.',,LoL/Warwick
'This is who I am.',,LoL/Warwick
'You die next.',,LoL/Warwick
'Not even your screams will escape.',,LoL/Warwick
'Give in... the beast!',,LoL/Warwick
'Watch you bleed!',,LoL/Warwick
'Blood's on me!',,LoL/Warwick
Warwick growls in annoyance.,,LoL/Warwick
Warwick barks and grunts.,,LoL/Warwick
Warwick barks repeatedly.,,LoL/Warwick
"'If I don't kill you, Zaun will.'",,LoL/Warwick
'Back to killingChem-Barons.',,LoL/Warwick
'More scars--as if I didn't have enough.',,LoL/Warwick
'I have your scent.',,LoL/Warwick
"'You killed Warwick, but left the beast.'",,LoL/Warwick
'I almost felt that.',,LoL/Warwick
'One thing you should know: I honour my debts.',,LoL/Warwick
An ominous song plays.,,LoL/Warwick
A shortened version of the 2015 URF login theme plays.,,LoL/Warwick
Warwick laughs maniacally.,,LoL/Warwick
'I can smell your fear!',,LoL/Warwick
"'I'll eat your heart, Starchild.'",,LoL/Warwick
'Time to run!',,LoL/Warwick
'Heroes never die!',,LoL/Warwick
"'Oh, what a day... What a lovely day!'",,LoL/Warwick
'The rivers will run red.',,LoL/Vladimir
'I'm absolutely livid.',,LoL/Vladimir
'My cup is half empty.',,LoL/Vladimir
'The clot thickens.',,LoL/Vladimir
"'Please, let it all out.'",,LoL/Vladimir
'Let's pool our efforts.',,LoL/Vladimir
'A vital decision.',,LoL/Vladimir
"'A harvest moon, so aptly named.'",,LoL/Vladimir
'I've got you under my skin.',,LoL/Vladimir
'You look like someone who's got a lot going on beneath the surface.',,LoL/Vladimir
"'Go ahead, be negative. You'll be just my type.'",,LoL/Vladimir
Vladimir laughs maniacally.,,LoL/Vladimir
'I'd love a pint.',,LoL/Vladimir
"'Hmm, something is leaking.'",,LoL/Vladimir
'I'm a universal recipient.',,LoL/Vladimir
'Care to make a donation?',,LoL/Vladimir
'A draining exercise.',,LoL/Vladimir
"'I love a warrior with heart, never a stale moment.'",,LoL/Vladimir
Vladimir grunts once and then again in satisfaction.,,LoL/Vladimir
Vladimir grunts and exhales in satisfaction.,,LoL/Vladimir
Vladimir inhales and exhales.,,LoL/Vladimir
Vladimir laughs slyly.,,LoL/Vladimir
Vladimir breathes out noisily.,,LoL/Vladimir
'The skies will rain red.',,LoL/Vladimir
'In darkness I am truly alive.',,LoL/Vladimir
'No one commands me.',,LoL/Vladimir
'I am lord and master.',,LoL/Vladimir
'There is a monster in all of us.',,LoL/Vladimir
'This is my realm.',,LoL/Vladimir
'So much blood waiting for purpose.',,LoL/Vladimir
'Which vessel shall I empty next?',,LoL/Vladimir
'I shall leave this place in ruin.',,LoL/Vladimir
'Kneel before Vlad.',,LoL/Vladimir
'Gather together your allies so you can pool your tears.',,LoL/Vladimir
'How long must I search to find a real challenge?',,LoL/Vladimir
"'Ri... you--- (coughing) Ugh, bloodball.'",,LoL/Vladimir
'Bask in... (coughing) What did you eat?',,LoL/Vladimir
Vladimir wheezes and laughs maniacally.,,LoL/Vladimir
Vladimir shouts in effort.,,LoL/Vladimir
'Feel the life drip away.',,LoL/Vladimir
'Arise and face me.',,LoL/Vladimir
'I want to make this last.',,LoL/Vladimir
'The night shall consume them.',,LoL/Vladimir
'Witness the depths of despair.',,LoL/Vladimir
'Slake my thirst.',,LoL/Vladimir
Vladimir shouts in great effort.,,LoL/Vladimir
Vladimir exhales noisily.,,LoL/Vladimir
'I sincerely hope you're pumped for this.',,LoL/Vladimir
'You are truly the vessels of my destruction!',,LoL/Vladimir
'The unseen blade is the deadliest.',,LoL/Zed
'Do not deny me.',,LoL/Zed
'Without a sound.',,LoL/Zed
'No technique is forbidden.',,LoL/Zed
"'Brave the shadows, find the truth.'",,LoL/Zed
'Do not fear the shrouded path.',,LoL/Zed
'Balance is a fool's master.',,LoL/Zed
'Secrets kept are weapons wasted.',,LoL/Zed
'The shadows have enlightened me.',,LoL/Zed
'Balance is weakness.',,LoL/Zed
'The truth lies in darkness.',,LoL/Zed
'Tradition is the corpse of wisdom.',,LoL/Zed
'What I have done... cannot be undone.',,LoL/Zed
"'Challenge me, Shen... you shall not be an orphan long!'",,LoL/Zed
'Embrace the shadow... or die in darkness!',,LoL/Zed
'The merest shade of me... is enough to defeat you!',,LoL/Zed
Zed grunts. 'Forbidden shadow wins.',,LoL/Zed
"Zed grunts, then snarls.",,LoL/Zed
Zed laughs pompously.,,LoL/Zed
'Only the worthy will survive.',,LoL/Zed
'I am the blade in the darkness.',,LoL/Zed
'Cut the last breath from them.',,LoL/Zed
'The shadow is within.',,LoL/Zed
'They follow the wrong master.',,LoL/Zed
'None escape their shadow.',,LoL/Zed
'Ignorance is fatal.',,LoL/Zed
Zed shouts in effort.,,LoL/Zed
Zed exhales intensely.,,LoL/Zed
"Zed grunts, straining.",,LoL/Zed
Zed shouts loudly in effort.,,LoL/Zed
Zed chuckles slyly.,,LoL/Zed
Zed groans in pain. Zed exhales.,,LoL/Zed
"'We are life, perfected.'",,LoL/Zed
'What we have seen... what we have done... you are all part of it.',,LoL/Zed
'We will cure the galaxy of conflict. We will cure the galaxy of ignorance.',,LoL/Zed
"'We once bowed before the Templars. Now, we are the truth they deny.'",,LoL/Zed
'Someone here likes Ora. Shall we demonstrate its power?',,LoL/Zed
'Our enemy came all this way to face us? And they say we try too hard.',,LoL/Zed
'Simple life forms surround us.',,LoL/Zed
'The unknown is here.',,LoL/Zed
'We will show the universe its true potential.',,LoL/Zed
'Tradition pacifies the weak.',,LoL/Zed
'The Templars restrain us no more.',,LoL/Zed
'Ora... the essence of all things.',,LoL/Zed
'Some consider us evil... How naive they must be.',,LoL/Zed
'Let us remind the universe what we are.',,LoL/Zed
'Remorse is futile.',,LoL/Zed
'If they want Ora... we will give it.',,LoL/Zed
'Our blades crave battle.',,LoL/Zed
'No more sacred orders. No more limitations.',,LoL/Zed
'Harmony blooms once the weak wither away.',,LoL/Zed
'Listen to the cosmos. Hear the truth.',,LoL/Zed
'The galaxy will know its destiny.',,LoL/Zed
'We. Are. Enlightened.',,LoL/Zed
"'Beyond the reaches of space, we evolve.'",,LoL/Zed
'Only fools cling to morals.',,LoL/Zed
'We are the gift this galaxy needs.',,LoL/Zed
'Behold! The pinnacle of creation.',,LoL/Zed
"'We are everywhere, all at once.'",,LoL/Zed
'A new genesis approaches.',,LoL/Zed
'Only time can judge us.',,LoL/Zed
'We walk the path to eternity.',,LoL/Zed
'The Templars promise salvation. They lie.',,LoL/Zed
'We let the monster out.',,LoL/Zed
'We gaze upon the stars and see no limits.',,LoL/Zed
'We go where others dare not.',,LoL/Zed
'The weak crave the illusion of balance. The worthy enforce true harmony.',,LoL/Zed
'Someone must destroy the weak. Let it be us.',,LoL/Zed
"'So many try to hide their worst fears. And yet, we walk free.'",,LoL/Zed
'The galaxy... a vast expanse infested by the weak.',,LoL/Zed
'How we long for something simpler. Harmony...',,LoL/Zed
"'Templars, Demaxians, the Syndicate, all blind fools.'",,LoL/Zed
'There is only triumph and we will claim it all.',,LoL/Zed
'They see us as a living weapon. We are more than that. We are life transcended!',,LoL/Zed
'These creatures waste their Ora. Let us pluck it out!',,LoL/Zed
'We grow ever stronger under the living stars.',,LoL/Zed
'Acquire forbidden power. Defy sacred doctrine. This is just the beginning.',,LoL/Zed
'The Demaxians conquer planets. We enlighten galaxies.',,LoL/Zed
'The Templars say our deeds are extreme. They are right.',,LoL/Zed
'Do not challenge us! We extend beyond your understanding.',,LoL/Zed
'Humanity achieves so little. Grant them Ora and still they wallow in mediocrity.',,LoL/Zed
"'Before us, there was nothing. Before nothing, there were monsters.'",,LoL/Zed
"'When life grows unchecked, cleansing blades are needed.'",,LoL/Zed
'They mistake evolution for corruption. That is why they will fall.',,LoL/Zed
'You intend to destroy us. A grave mistake.',,LoL/Zed
"'This pain urges us to kill you, though we do not know why.'",,LoL/Zed
'What are you!?',,LoL/Zed
"'Worthy spirit, Jinx. But it cannot save you... from us.'",,LoL/Zed
"'In another life, Kayn, you might have been a half-decent pupil.'",,LoL/Zed
"'Malphite, we heard you were hard to kill. Challenge accepted.'",,LoL/Zed
"'Sona, we both know the Templars lie. Join us!'",,LoL/Zed
'Captain Yasuo. This is your crew? Your brother would be so disappointed...',,LoL/Zed
"'Tell us, Ziggs, do space rats go to Heaven?'",,LoL/Zed
"'We offer you a choice: Die now, or die later.'",,LoL/Zed
'You are dust. We are perfection.',,LoL/Zed
'You will love the way you die. We guarantee it.',,LoL/Zed
'We pray you fight better than you talk.',,LoL/Zed
"'Cooking is like killing. It takes skill, and ours is unmatched.'",,LoL/Zed
"'Have you come to dine with us? Oh, wait... of course. Youareus.'",,LoL/Zed
'Look at us! Are we not the perfect reflection of your juvenile fantasies?',,LoL/Zed
'Your jokes. They lack humor.',,LoL/Zed
Zed brings out a boombox.,,LoL/Zed
Zed laughs menacingly and confidently.,,LoL/Zed
'Witness our superior form.',,LoL/Zed
'Silence your thoughts.',,LoL/Zed
'The cosmos demands better.',,LoL/Zed
'We bring extinction.',,LoL/Zed
'You do not deserve life.',,LoL/Zed
'All will fear us.',,LoL/Zed
'Eradicate the weak.',,LoL/Zed
'You will not deny us.',,LoL/Zed
'None shall escape.',,LoL/Zed
'Your Ora needs release.',,LoL/Zed
'No room for the weak.',,LoL/Zed
'Pathetic life form.',,LoL/Zed
'Your time is over.',,LoL/Zed
'Cut to pieces.',,LoL/Zed
'Let's end your existence.',,LoL/Zed
'Your body will break.',,LoL/Zed
'All life ends.',,LoL/Zed
'Our blades cry out.',,LoL/Zed
'How frail you are!',,LoL/Zed
'Have the decency to die.',,LoL/Zed
'You earned oblivion.',,LoL/Zed
"'That arm looks heavy, Jinx. Let's cut it off.'",,LoL/Zed
'Kayn! Our first and final lesson begins.',,LoL/Zed
"'Blades beat fists, Malphite.'",,LoL/Zed
"'Sona, you disappoint us!'",,LoL/Zed
"'Are you worthy of that title, 'captain'?'",,LoL/Zed
"'Ready to be disgraced again, Ziggs?'",,LoL/Zed
Zed huffs forcefully.,,LoL/Zed
'We. Are. Zed.',,LoL/Zed
'You're already dead.',,LoL/Zed
'So fragile. So weak.',,LoL/Zed
'Even your best falls short.',,LoL/Zed
"'Life, at a price.'",,LoL/Zed
'Embrace your destiny.',,LoL/Zed
'Survival of the fittest.',,LoL/Zed
'What was that filth?',,LoL/Zed
'Is your entire species this brittle?',,LoL/Zed
'Are you humbled? You should be.',,LoL/Zed
"'We almost miss your voice, Jinx. It had a certain... loud quality.'",,LoL/Zed
"'Not good enough, Kayn.'",,LoL/Zed
"'Not even close, Malphite.'",,LoL/Zed
"'We thought you knew better, Sona.'",,LoL/Zed
'No cure for foolish captains.',,LoL/Zed
"'Look at the skill. Look at the moves. Zed, what was that!?'",,LoL/Zed
'Confirmed: space rats do not go to Heaven.',,LoL/Zed
'We are life. We are evolution!  We. Are. Zed.',,LoL/Zed
'One by one they all fall down.',,LoL/Zed
'Consider this our gift.',,LoL/Zed
'A moment of peace... before our victory.',,LoL/Zed
'You all may live... until we return.',,LoL/Zed
'We go... to collect untold power.',,LoL/Zed
'The Galaxy still needs us...',,LoL/Zed
'Ora lasts forever...',,LoL/Zed
Zed grunts in pain.,,LoL/Zed
'Nothing can bury us.',,LoL/Zed
'Not even death can contain us.',,LoL/Zed
'We do not regret.',,LoL/Zed
'I'm part of a very exclusive club. But don't worry. Soon enough you'll all be members too.,,LoL/Zed
'I'm more than a man in a fancy suit.',,LoL/Zed
"'I look good, I feel...good.' Zed chuckles menacingly.",,LoL/Zed
'Everyone sees the suit. No one sees what's coming.',,LoL/Zed
"'I own this town, inside and out.'",,LoL/Zed
'True power deserves a look to match.',,LoL/Zed
'Everybody drank the vitae.',,LoL/Zed
'The shadows demand chaos. Theywillhave it.',,LoL/Zed
"'The brighter the town, the darker its shadows.'",,LoL/Zed
"'I am the shadow at your back, the dark within your mind.'",,LoL/Zed
'My... 'investors' are watching closely.',,LoL/Zed
'I found my place in this world and the next.',,LoL/Zed
'Zed has never looked better.',,LoL/Zed
'Dressed to the nines.',,LoL/Zed
'Truth hidden is truth wasted.',,LoL/Zed
'The vitae has... enlightened me.',,LoL/Zed
'I cast a long shadow from the high life.',,LoL/Zed
'What I have done is just the beginning.',,LoL/Zed
'Brave the beyond and it will reward you.',,LoL/Zed
'I'm a well-respected man.',,LoL/Zed
'All will gutter into darkness.',,LoL/Zed
'My shadows are much more than tricks of the light.',,LoL/Zed
'The dark is intoxicating.',,LoL/Zed
'This power is so... tantalizing.',,LoL/Zed
"'Why fight, when the only outcome is Zed?'",,LoL/Zed
"'In the business of killing, I'm always number one.'",,LoL/Zed
'Do not fear what you cannot understand.',,LoL/Zed
'Crime City is a template for everything to come.',,LoL/Zed
"'If the world must be reborn, might as well dress for the occasion.'",,LoL/Zed
"'You know what they say: the suit makes the man, the man becomes something more.'",,LoL/Zed
"'Gaze beyond the glitz and glamor, and see what's writhing underneath.'",,LoL/Zed
'The sun never sets. The lights never dim. And the shadows bide their time.',,LoL/Zed
"'I've struck a lot of deals, but this one was too good to pass up.'",,LoL/Zed
'The dark is transforming us into what we were always meant to be.',,LoL/Zed
'We all know what's coming. I've simply... secured my future.',,LoL/Zed
"'Dark, pure, untainted.'",,LoL/Zed
"'Time for a night on the town, wouldn't you say?'",,LoL/Zed
'Brand... your head is on fire.',,LoL/Zed
"'Ah, our illustrious high-roller Draven. Here to make a bad bet?'",,LoL/Zed
"'Who are you, LeBlanc? Or should I say,whatare you?'",,LoL/Zed
"'That shield won't block out their truth, Leona, but you know that.'",,LoL/Zed
"'You knew what was in the vitae... didn't you, Malz?'",,LoL/Zed
